Time,Load (kW),Pressure_kpa,Cloud Cover (%),Temperature (C),Wind Direction (deg),Wind Speed (kmh)
2018-12-02 21:00:00,1014155.46613707,1016,3,8,46,6
2018-12-02 22:00:00,992913.86613707,1016,2,8,56,9
2018-12-02 23:00:00,965904.27813707,1015,1,6,65,11
2018-12-03 00:00:00,946561.07013707,1015,0,6,75,14
2018-12-03 01:00:00,928517.01813707,1015,0,6,71,13
2018-12-03 02:00:00,916645.28813707,1015,0,6,68,12
2018-12-03 03:00:00,910593.46013707,1014,0,6,65,12
2018-12-03 04:00:00,908952.88013707,1015,0,6,66,12
2018-12-03 05:00:00,923082.72413707,1015,0,6,68,12
2018-12-03 06:00:00,961987.11613707,1016,0,6,70,12
2018-12-03 07:00:00,1022016.59013707,1016,0,8,74,11
2018-12-03 08:00:00,1117952.78613707,1016,0,12,77,11
2018-12-03 09:00:00,1205573.33813707,1016,0,14,81,10
2018-12-03 10:00:00,1254775.13813707,1015,0,16,170,9
2018-12-03 11:00:00,1269763.30413707,1014,0,16,260,8
2018-12-03 12:00:00,1263165.41013707,1014,0,18,349,7
2018-12-03 13:00:00,1252905.06213707,1013,0,16,346,10
2018-12-03 14:00:00,1261616.25813707,1013,0,14,343,13
2018-12-03 15:00:00,1260060.42413707,1013,0,14,341,16
2018-12-03 16:00:00,1250837.71013707,1013,1,12,341,17
2018-12-03 17:00:00,1229504.82413707,1014,2,12,341,17
2018-12-03 18:00:00,1205739.25613707,1015,3,10,341,18
2018-12-03 19:00:00,1155741.13013707,1015,4,10,245,14
2018-12-03 20:00:00,1107411.22213707,1015,4,10,149,9
2018-12-03 21:00:00,1079428.67413707,1015,5,8,52,5
2018-12-03 22:00:00,1039331.27013707,1015,6,8,60,6
2018-12-03 23:00:00,1004231.77013707,1015,7,8,69,8
2018-12-04 00:00:00,977138.71613707,1015,9,6,77,10
2018-12-04 01:00:00,959656.24613707,1015,10,6,79,11
2018-12-04 02:00:00,941987.76413707,1015,12,6,81,11
2018-12-04 03:00:00,927159.01013707,1015,13,6,83,12
2018-12-04 04:00:00,928996.96813707,1016,10,6,83,11
2018-12-04 05:00:00,937649.97613707,1016,8,6,84,11
2018-12-04 06:00:00,974131.80813707,1017,5,8,84,11
2018-12-04 07:00:00,1030025.47213707,1017,3,10,76,10
2018-12-04 08:00:00,1121613.68413707,1017,2,12,68,9
2018-12-04 09:00:00,1206630.66413707,1017,0,14,60,8
2018-12-04 10:00:00,1251669.07813707,1016,0,16,156,9
2018-12-04 11:00:00,1263211.63213707,1015,0,16,251,9
2018-12-04 12:00:00,1260613.70213707,1014,0,18,347,10
2018-12-04 13:00:00,1259336.79213707,1014,0,16,341,11
2018-12-04 14:00:00,1270712.42413707,1014,0,16,334,12
2018-12-04 15:00:00,1273296.57213707,1013,0,14,328,13
2018-12-04 16:00:00,1260082.68013707,1014,0,14,332,15
2018-12-04 17:00:00,1236559.96213707,1014,0,12,337,17
2018-12-04 18:00:00,1211825.94013707,1015,0,10,342,19
2018-12-04 19:00:00,1158968.07213707,1015,0,10,241,16
2018-12-04 20:00:00,1110950.56813707,1015,0,10,140,13
2018-12-04 21:00:00,1078154.29213707,1016,0,8,39,10
2018-12-04 22:00:00,1043526.72013707,1015,0,8,49,10
2018-12-04 23:00:00,1000502.65013707,1015,0,6,59,10
2018-12-05 00:00:00,972321.41213707,1015,0,6,69,9
2018-12-05 01:00:00,953399.40613707,1015,0,6,72,10
2018-12-05 02:00:00,938580.95413707,1015,0,4,76,11
2018-12-05 03:00:00,926976.95213707,1015,0,4,80,11
2018-12-05 04:00:00,925518.94413707,1016,0,4,80,11
2018-12-05 05:00:00,934232.66813707,1016,0,4,80,12
2018-12-05 06:00:00,962989.71213707,1017,0,4,80,12
2018-12-05 07:00:00,1017967.57013707,1017,0,8,81,10
2018-12-05 08:00:00,1103693.63613707,1017,0,12,83,9
2018-12-05 09:00:00,1177733.77213707,1017,0,14,84,7
2018-12-05 10:00:00,1222684.19813707,1016,0,16,171,6
2018-12-05 11:00:00,1238846.17413707,1015,0,16,257,6
2018-12-05 12:00:00,1234523.78613707,1015,0,18,343,5
2018-12-05 13:00:00,1227253.96013707,1014,0,16,338,7
2018-12-05 14:00:00,1243655.40413707,1014,0,16,333,9
2018-12-05 15:00:00,1240848.69813707,1014,0,14,328,12
2018-12-05 16:00:00,1234754.39413707,1014,0,14,333,14
2018-12-05 17:00:00,1212319.51213707,1015,0,12,339,15
2018-12-05 18:00:00,1191220.38213707,1015,0,10,344,17
2018-12-05 19:00:00,1143376.00413707,1015,0,10,245,14
2018-12-05 20:00:00,1102950.70213707,1016,0,8,146,12
2018-12-05 21:00:00,1068490.26813707,1016,0,6,47,9
2018-12-05 22:00:00,1029541.70013707,1016,0,6,57,10
2018-12-05 23:00:00,994473.26213707,1015,0,6,67,10
2018-12-06 00:00:00,968172.51813707,1015,0,4,77,11
2018-12-06 01:00:00,949098.13613707,1015,0,4,77,11
2018-12-06 02:00:00,930365.84813707,1015,0,4,77,12
2018-12-06 03:00:00,919001.00413707,1015,0,4,77,12
2018-12-06 04:00:00,916648.16213707,1015,0,4,76,13
2018-12-06 05:00:00,928938.61613707,1016,0,4,76,13
2018-12-06 06:00:00,959486.68013707,1016,0,4,75,14
2018-12-06 07:00:00,1011483.73613707,1016,0,8,80,13
2018-12-06 08:00:00,1097611.03613707,1016,0,10,85,13
2018-12-06 09:00:00,1176512.99013707,1016,0,14,90,12
2018-12-06 10:00:00,1230230.89613707,1016,0,16,150,8
2018-12-06 11:00:00,1239720.90413707,1015,0,16,209,5
2018-12-06 12:00:00,1233283.42013707,1014,0,18,269,1
2018-12-06 13:00:00,1223031.17613707,1013,0,16,278,5
2018-12-06 14:00:00,1234717.22813707,1013,0,16,286,9
2018-12-06 15:00:00,1232755.94613707,1013,0,14,295,13
2018-12-06 16:00:00,1224791.80413707,1013,0,12,307,13
2018-12-06 17:00:00,1206665.44213707,1014,0,12,319,12
2018-12-06 18:00:00,1190457.29213707,1014,0,10,332,12
2018-12-06 19:00:00,1141283.65013707,1014,0,10,221,10
2018-12-06 20:00:00,1098872.14813707,1015,0,8,111,8
2018-12-06 21:00:00,1067594.66213707,1015,0,8,1,5
2018-12-06 22:00:00,1029876.80813707,1015,0,6,12,5
2018-12-06 23:00:00,992946.64813707,1015,0,6,23,5
2018-12-07 00:00:00,966302.44213707,1015,0,6,34,5
2018-12-07 01:00:00,947687.90613707,1014,0,6,41,6
2018-12-07 02:00:00,934448.45413707,1014,0,6,48,8
2018-12-07 03:00:00,924920.33013707,1014,0,4,55,9
2018-12-07 04:00:00,918617.66413707,1015,0,6,57,9
2018-12-07 05:00:00,927163.88413707,1015,0,6,59,9
2018-12-07 06:00:00,958726.84813707,1015,0,6,62,10
2018-12-07 07:00:00,1007291.59213707,1015,0,10,68,8
2018-12-07 08:00:00,1095496.17813707,1016,0,12,75,7
2018-12-07 09:00:00,1176158.37213707,1016,0,16,82,5
2018-12-07 10:00:00,1229036.47013707,1015,0,16,152,6
2018-12-07 11:00:00,1244007.79413707,1014,0,18,223,6
2018-12-07 12:00:00,1247476.53813707,1013,0,20,294,7
2018-12-07 13:00:00,1239031.32213707,1013,0,18,294,9
2018-12-07 14:00:00,1251967.02413707,1012,0,16,294,11
2018-12-07 15:00:00,1252968.11413707,1012,0,16,293,14
2018-12-07 16:00:00,1246813.10413707,1012,1,16,298,14
2018-12-07 17:00:00,1225290.24213707,1012,1,18,302,15
2018-12-07 18:00:00,1210120.39813707,1012,2,18,306,15
2018-12-07 19:00:00,1153115.91013707,1013,1,16,212,12
2018-12-07 20:00:00,1105304.21813707,1014,1,12,119,8
2018-12-07 21:00:00,1069663.64013707,1014,0,10,25,5
2018-12-07 22:00:00,1029442.93613707,1014,0,8,28,5
2018-12-07 23:00:00,997426.15013707,1013,0,8,32,5
2018-12-08 00:00:00,972598.57613707,1013,0,8,35,5
2018-12-08 01:00:00,952611.86813707,1013,0,8,34,6
2018-12-08 02:00:00,938070.23213707,1013,0,6,33,7
2018-12-08 03:00:00,925690.32213707,1013,0,6,32,9
2018-12-08 04:00:00,923602.46613707,1014,0,6,35,9
2018-12-08 05:00:00,925790.30013707,1014,0,8,38,9
2018-12-08 06:00:00,937582.52813707,1014,0,8,41,9
2018-12-08 07:00:00,961140.56613707,1015,0,10,46,8
2018-12-08 08:00:00,1014238.84013707,1015,0,14,51,6
2018-12-08 09:00:00,1072397.39613707,1015,0,16,57,5
2018-12-08 10:00:00,1118498.91613707,1014,0,18,142,7
2018-12-08 11:00:00,1139309.92013707,1014,0,18,227,8
2018-12-08 12:00:00,1143441.41613707,1013,0,20,312,10
2018-12-08 13:00:00,1136072.93613707,1013,1,18,314,11
2018-12-08 14:00:00,1139472.01413707,1013,1,18,316,12
2018-12-08 15:00:00,1132687.41813707,1013,2,16,318,14
2018-12-08 16:00:00,1125540.59213707,1013,2,14,325,13
2018-12-08 17:00:00,1110836.66413707,1014,3,14,333,13
2018-12-08 18:00:00,1111278.46413707,1014,3,12,341,12
2018-12-08 19:00:00,1084407.85613707,1014,4,12,236,10
2018-12-08 20:00:00,1060159.21213707,1014,4,12,131,8
2018-12-08 21:00:00,1040861.66813707,1015,4,10,26,6
2018-12-08 22:00:00,1013206.83213707,1014,4,10,26,6
2018-12-08 23:00:00,982473.91013707,1014,5,10,26,7
2018-12-09 00:00:00,960028.35013707,1014,5,10,26,8
2018-12-09 01:00:00,945709.13413707,1014,5,8,28,8
2018-12-09 02:00:00,931860.96813707,1014,5,8,30,8
2018-12-09 03:00:00,919128.92613707,1014,5,8,32,8
2018-12-09 04:00:00,915147.24813707,1014,5,8,33,8
2018-12-09 05:00:00,913828.71613707,1014,4,8,35,8
2018-12-09 06:00:00,920716.09613707,1015,4,10,36,9
2018-12-09 07:00:00,915785.38413707,1015,4,12,37,7
2018-12-09 08:00:00,938992.40213707,1015,5,16,38,6
2018-12-09 09:00:00,966045.70213707,1015,5,18,39,4
2018-12-09 10:00:00,993384.09813707,1014,5,20,131,6
2018-12-09 11:00:00,1008770.81413707,1013,5,20,223,8
2018-12-09 12:00:00,1009102.92613707,1013,5,20,315,10
2018-12-09 13:00:00,1001415.11013707,1013,5,20,317,11
2018-12-09 14:00:00,995339.34613707,1013,4,18,318,12
2018-12-09 15:00:00,997039.94813707,1013,4,18,319,14
2018-12-09 16:00:00,994832.19613707,1013,4,16,326,13
2018-12-09 17:00:00,993357.92813707,1014,4,14,332,12
2018-12-09 18:00:00,1015235.28813707,1014,4,14,338,12
2018-12-09 19:00:00,1011852.05013707,1014,4,12,228,10
2018-12-09 20:00:00,1000682.40413707,1014,3,12,119,7
2018-12-09 21:00:00,991587.13413707,1015,3,12,9,5
2018-12-09 22:00:00,972019.72013707,1014,3,10,13,6
2018-12-09 23:00:00,946960.77613707,1014,3,10,17,8
2018-12-10 00:00:00,928636.85213707,1014,3,10,21,9
2018-12-10 01:00:00,910957.48013707,1014,3,10,28,9
2018-12-10 02:00:00,899325.57213707,1013,3,10,34,9
2018-12-10 03:00:00,892613.30813707,1013,3,8,40,8
2018-12-10 04:00:00,891952.17213707,1014,3,10,42,8
2018-12-10 05:00:00,900905.19613707,1014,4,10,44,8
2018-12-10 06:00:00,929650.56013707,1014,5,10,46,8
2018-12-10 07:00:00,985236.60613707,1015,5,14,48,7
2018-12-10 08:00:00,1088059.95013707,1015,6,16,50,6
2018-12-10 09:00:00,1175160.11213707,1015,6,18,52,5
2018-12-10 10:00:00,1230620.56413707,1014,6,20,136,7
2018-12-10 11:00:00,1249484.87013707,1013,6,20,220,10
2018-12-10 12:00:00,1260600.14013707,1012,6,22,304,12
2018-12-10 13:00:00,1250905.68213707,1012,6,20,306,12
2018-12-10 14:00:00,1255261.21013707,1012,7,18,309,12
2018-12-10 15:00:00,1252723.84213707,1012,7,16,312,12
2018-12-10 16:00:00,1241620.32213707,1013,8,16,321,11
2018-12-10 17:00:00,1220436.18813707,1013,8,14,331,11
2018-12-10 18:00:00,1194054.80613707,1014,8,14,341,10
2018-12-10 19:00:00,1146932.85213707,1014,8,14,238,8
2018-12-10 20:00:00,1104906.85213707,1014,7,14,134,6
2018-12-10 21:00:00,1071112.56813707,1015,7,12,31,4
2018-12-10 22:00:00,1029164.62213707,1014,7,12,37,4
2018-12-10 23:00:00,995583.76613707,1014,6,12,43,4
2018-12-11 00:00:00,975066.13813707,1014,6,12,50,4
2018-12-11 01:00:00,959732.26613707,1014,6,12,42,5
2018-12-11 02:00:00,946340.66213707,1014,6,10,34,6
2018-12-11 03:00:00,935616.74213707,1014,6,10,26,7
2018-12-11 04:00:00,929865.24813707,1014,6,12,24,8
2018-12-11 05:00:00,933317.21013707,1014,6,12,22,10
2018-12-11 06:00:00,946401.35413707,1014,6,14,20,11
2018-12-11 07:00:00,959606.44613707,1014,6,14,130,9
2018-12-11 08:00:00,1000489.68213707,1014,5,16,240,8
2018-12-11 09:00:00,1049540.73213707,1015,4,18,350,6
2018-12-11 10:00:00,1084627.13413707,1014,4,18,337,9
2018-12-11 11:00:00,1107768.37413707,1013,4,20,323,11
2018-12-11 12:00:00,1105061.66013707,1012,4,20,310,14
2018-12-11 13:00:00,1098127.04013707,1012,4,18,313,13
2018-12-11 14:00:00,1097912.59813707,1012,4,18,316,13
2018-12-11 15:00:00,1095048.91613707,1012,4,16,320,12
2018-12-11 16:00:00,1093433.03013707,1012,4,16,327,12
2018-12-11 17:00:00,1085018.99613707,1013,4,14,334,11
2018-12-11 18:00:00,1093012.96613707,1013,4,12,340,11
2018-12-11 19:00:00,1073526.71613707,1013,4,12,230,10
2018-12-11 20:00:00,1050012.09213707,1014,5,12,120,9
2018-12-11 21:00:00,1032938.27413707,1014,5,10,10,8
2018-12-11 22:00:00,1002627.61413707,1014,6,10,126,9
2018-12-11 23:00:00,979642.62613707,1013,6,10,242,10
2018-12-12 00:00:00,965282.17813707,1013,6,10,358,11
2018-12-12 01:00:00,946369.15013707,1013,7,8,240,12
2018-12-12 02:00:00,932501.58813707,1013,8,8,123,12
2018-12-12 03:00:00,924465.61813707,1013,9,8,5,12
2018-12-12 04:00:00,920555.88013707,1014,10,8,6,13
2018-12-12 05:00:00,926606.77813707,1014,11,8,6,15
2018-12-12 06:00:00,952561.86213707,1015,12,8,7,16
2018-12-12 07:00:00,996344.01613707,1015,13,10,123,16
2018-12-12 08:00:00,1088921.31213707,1015,14,12,240,16
2018-12-12 09:00:00,1169910.62613707,1016,15,14,356,16
2018-12-12 10:00:00,1211428.13213707,1015,13,14,352,18
2018-12-12 11:00:00,1216124.49013707,1014,12,16,348,20
2018-12-12 12:00:00,1213162.43413707,1013,10,16,344,22
2018-12-12 13:00:00,1202075.48813707,1013,9,14,343,21
2018-12-12 14:00:00,1211340.87813707,1014,8,14,342,20
2018-12-12 15:00:00,1209678.92813707,1014,6,12,341,18
2018-12-12 16:00:00,1205521.58813707,1014,4,12,228,18
2018-12-12 17:00:00,1189337.86813707,1014,2,10,115,18
2018-12-12 18:00:00,1171116.58213707,1014,0,8,2,18
2018-12-12 19:00:00,1124442.91213707,1015,0,8,3,16
2018-12-12 20:00:00,1078417.76213707,1015,0,6,4,14
2018-12-12 21:00:00,1039147.02613707,1015,0,6,6,13
2018-12-12 22:00:00,1000618.44813707,1015,0,4,8,14
2018-12-12 23:00:00,968921.60013707,1014,0,4,10,16
2018-12-13 00:00:00,945710.79013707,1014,0,4,13,18
2018-12-13 01:00:00,926283.97613707,1014,0,2,11,17
2018-12-13 02:00:00,913658.32613707,1015,0,0,10,17
2018-12-13 03:00:00,907304.99613707,1015,0,0,9,16
2018-12-13 04:00:00,905800.18813707,1015,0,0,12,17
2018-12-13 05:00:00,913889.75613707,1016,0,0,15,17
2018-12-13 06:00:00,934100.07613707,1016,0,0,19,18
2018-12-13 07:00:00,979093.96213707,1016,0,4,17,17
2018-12-13 08:00:00,1060028.43613707,1016,0,6,15,16
2018-12-13 09:00:00,1133798.17613707,1016,0,10,13,14
2018-12-13 10:00:00,1174999.34013707,1015,0,12,9,15
2018-12-13 11:00:00,1183883.84413707,1014,0,14,6,15
2018-12-13 12:00:00,1179081.53613707,1013,0,16,3,15
2018-12-13 13:00:00,1170708.96813707,1013,0,14,117,16
2018-12-13 14:00:00,1179488.82413707,1013,0,14,232,16
2018-12-13 15:00:00,1181636.20813707,1013,0,14,346,16
2018-12-13 16:00:00,1182894.72813707,1013,0,12,350,17
2018-12-13 17:00:00,1172175.14813707,1013,0,10,354,19
2018-12-13 18:00:00,1158231.13013707,1014,0,10,359,21
2018-12-13 19:00:00,1111621.62813707,1014,0,8,247,18
2018-12-13 20:00:00,1069749.33613707,1014,0,6,134,15
2018-12-13 21:00:00,1039346.91813707,1014,0,4,22,13
2018-12-13 22:00:00,1002843.42613707,1014,0,4,31,13
2018-12-13 23:00:00,975675.70813707,1014,0,4,39,14
2018-12-14 00:00:00,953562.84813707,1014,0,2,47,15
2018-12-14 01:00:00,936245.45413707,1014,0,2,49,15
2018-12-14 02:00:00,921248.38013707,1014,0,2,51,16
2018-12-14 03:00:00,911995.57813707,1014,0,2,52,17
2018-12-14 04:00:00,907424.96613707,1014,0,2,54,15
2018-12-14 05:00:00,911508.61613707,1015,0,2,55,14
2018-12-14 06:00:00,935044.08213707,1015,0,2,57,13
2018-12-14 07:00:00,972545.14213707,1015,0,4,59,12
2018-12-14 08:00:00,1057867.15013707,1015,0,8,62,10
2018-12-14 09:00:00,1129738.69613707,1016,0,12,65,9
2018-12-14 10:00:00,1167192.14813707,1015,0,14,49,8
2018-12-14 11:00:00,1183057.16813707,1014,0,14,33,7
2018-12-14 12:00:00,1185151.55213707,1013,0,16,17,6
2018-12-14 13:00:00,1179167.27613707,1013,0,16,124,8
2018-12-14 14:00:00,1190344.33213707,1013,0,14,232,10
2018-12-14 15:00:00,1196424.97613707,1013,0,14,339,11
2018-12-14 16:00:00,1190321.86813707,1013,0,12,344,12
2018-12-14 17:00:00,1172802.02613707,1014,0,10,350,12
2018-12-14 18:00:00,1157093.52413707,1014,0,10,355,13
2018-12-14 19:00:00,1112865.79813707,1015,0,8,260,12
2018-12-14 20:00:00,1075521.33213707,1015,0,6,164,10
2018-12-14 21:00:00,1043990.86813707,1015,0,6,69,9
2018-12-14 22:00:00,1009554.75813707,1015,0,4,73,11
2018-12-14 23:00:00,975796.15813707,1015,0,4,77,12
2018-12-15 00:00:00,953525.83213707,1015,0,4,81,13
2018-12-15 01:00:00,934918.46813707,1015,0,2,76,12
2018-12-15 02:00:00,919561.15813707,1015,0,2,72,11
2018-12-15 03:00:00,909513.20413707,1014,0,2,67,10
2018-12-15 04:00:00,903890.93413707,1015,0,2,71,12
2018-12-15 05:00:00,906759.19213707,1016,0,2,74,13
2018-12-15 06:00:00,918087.45413707,1016,0,2,78,14
2018-12-15 07:00:00,942567.66413707,1016,0,6,76,13
2018-12-15 08:00:00,993000.60413707,1017,0,10,75,12
2018-12-15 09:00:00,1052506.75213707,1017,0,14,73,10
2018-12-15 10:00:00,1093431.26013707,1016,0,16,52,9
2018-12-15 11:00:00,1108815.03813707,1015,0,16,30,9
2018-12-15 12:00:00,1109508.16013707,1014,0,18,9,8
2018-12-15 13:00:00,1096265.66613707,1014,0,16,117,10
2018-12-15 14:00:00,1102240.64413707,1014,0,16,226,13
2018-12-15 15:00:00,1099437.96413707,1014,0,14,334,15
2018-12-15 16:00:00,1090768.57213707,1015,0,14,341,16
2018-12-15 17:00:00,1083956.95613707,1015,0,12,347,16
2018-12-15 18:00:00,1087778.36213707,1016,0,10,354,16
2018-12-15 19:00:00,1063561.79213707,1016,0,8,242,14
2018-12-15 20:00:00,1042472.24413707,1016,0,6,131,11
2018-12-15 21:00:00,1016617.40013707,1016,0,6,19,9
2018-12-15 22:00:00,990567.80613707,1016,0,4,31,10
2018-12-15 23:00:00,964611.22013707,1016,0,4,43,11
2018-12-16 00:00:00,942822.53213707,1016,0,4,54,13
2018-12-16 01:00:00,924030.87213707,1016,0,4,62,13
2018-12-16 02:00:00,912117.59413707,1016,0,4,70,13
2018-12-16 03:00:00,904134.53013707,1016,0,4,78,13
2018-12-16 04:00:00,898762.29813707,1017,0,4,78,13
2018-12-16 05:00:00,906114.80613707,1018,0,4,79,14
2018-12-16 06:00:00,913021.90213707,1018,0,4,80,14
2018-12-16 07:00:00,903060.10613707,1018,0,8,78,13
2018-12-16 08:00:00,926661.79613707,1018,0,12,76,11
2018-12-16 09:00:00,954322.22413707,1018,0,14,74,10
2018-12-16 10:00:00,978939.69813707,1018,0,16,56,8
2018-12-16 11:00:00,991325.77613707,1017,0,18,39,6
2018-12-16 12:00:00,998069.32013707,1016,0,18,21,4
2018-12-16 13:00:00,990638.15413707,1016,0,18,124,6
2018-12-16 14:00:00,985176.22413707,1016,0,16,227,8
2018-12-16 15:00:00,984357.40813707,1016,0,16,330,10
2018-12-16 16:00:00,981171.93413707,1016,0,14,337,11
2018-12-16 17:00:00,988361.26413707,1017,0,12,343,12
2018-12-16 18:00:00,1009488.22013707,1018,0,10,349,13
2018-12-16 19:00:00,1005618.33813707,1018,0,10,247,11
2018-12-16 20:00:00,996378.21813707,1018,0,8,145,9
2018-12-16 21:00:00,986084.26213707,1018,0,6,43,8
2018-12-16 22:00:00,967530.59613707,1017,0,6,52,8
2018-12-16 23:00:00,948518.82013707,1017,0,6,62,9
2018-12-17 00:00:00,927950.49413707,1017,0,4,72,10
2018-12-17 01:00:00,910218.22613707,1017,0,4,75,10
2018-12-17 02:00:00,896637.11013707,1017,0,4,79,11
2018-12-17 03:00:00,887899.75213707,1017,0,4,83,11
2018-12-17 04:00:00,886381.68813707,1018,0,4,82,11
2018-12-17 05:00:00,894004.19813707,1019,0,4,82,12
2018-12-17 06:00:00,921831.39213707,1019,0,4,82,12
2018-12-17 07:00:00,969992.29013707,1020,0,8,79,11
2018-12-17 08:00:00,1051896.97213707,1020,0,12,76,10
2018-12-17 09:00:00,1121339.00013707,1020,0,14,74,10
2018-12-17 10:00:00,1170507.70013707,1019,0,16,169,8
2018-12-17 11:00:00,1190510.92213707,1018,0,18,264,6
2018-12-17 12:00:00,1191645.51213707,1017,0,18,359,4
2018-12-17 13:00:00,1183119.66613707,1017,0,18,340,6
2018-12-17 14:00:00,1190154.99613707,1017,0,16,322,9
2018-12-17 15:00:00,1191464.76613707,1017,0,16,304,12
2018-12-17 16:00:00,1182776.69813707,1017,0,14,314,12
2018-12-17 17:00:00,1165690.28613707,1018,1,12,325,13
2018-12-17 18:00:00,1156813.79013707,1018,1,10,336,13
2018-12-17 19:00:00,1120610.44213707,1018,3,8,234,11
2018-12-17 20:00:00,1083330.73013707,1018,4,8,132,8
2018-12-17 21:00:00,1049443.67213707,1018,6,6,31,6
2018-12-17 22:00:00,1014063.43213707,1018,4,10,29,8
2018-12-17 23:00:00,986518.16413707,1018,2,12,27,9
2018-12-18 00:00:00,970298.63013707,1018,1,16,25,11
2018-12-18 01:00:00,955753.39413707,1018,1,16,33,10
2018-12-18 02:00:00,941288.41613707,1017,1,14,40,10
2018-12-18 03:00:00,925694.86813707,1017,1,14,48,9
2018-12-18 04:00:00,914621.03013707,1017,2,12,54,9
2018-12-18 05:00:00,918357.97413707,1018,3,12,61,9
2018-12-18 06:00:00,925454.82213707,1018,4,10,67,9
2018-12-18 07:00:00,948866.66813707,1018,4,10,68,8
2018-12-18 08:00:00,1001117.51013707,1019,5,10,68,8
2018-12-18 09:00:00,1049535.58013707,1020,5,12,69,7
2018-12-18 10:00:00,1090730.84413707,1019,4,14,92,7
2018-12-18 11:00:00,1107483.32413707,1019,3,16,115,6
2018-12-18 12:00:00,1107325.24613707,1018,3,18,139,6
2018-12-18 13:00:00,1104522.59413707,1018,2,20,189,8
2018-12-18 14:00:00,1103581.56613707,1017,1,20,240,10
2018-12-18 15:00:00,1099066.91813707,1017,0,22,291,13
2018-12-18 16:00:00,1095642.71213707,1017,0,20,298,13
2018-12-18 17:00:00,1085066.58013707,1017,0,20,305,14
2018-12-18 18:00:00,1080766.34213707,1017,0,18,312,14
2018-12-18 19:00:00,1058987.62613707,1017,0,16,285,13
2018-12-18 20:00:00,1035254.22413707,1018,0,14,259,11
2018-12-18 21:00:00,1017191.55013707,1018,0,12,233,10
2018-12-18 22:00:00,993962.75813707,1018,0,12,165,9
2018-12-18 23:00:00,966062.26613707,1018,0,10,97,9
2018-12-19 00:00:00,941130.58213707,1018,0,10,29,8
2018-12-19 01:00:00,925055.08613707,1017,0,12,30,9
2018-12-19 02:00:00,912134.78413707,1017,0,14,31,9
2018-12-19 03:00:00,902303.04813707,1017,0,16,32,9
2018-12-19 04:00:00,901412.49413707,1017,0,14,31,9
2018-12-19 05:00:00,914011.27213707,1017,0,14,30,10
2018-12-19 06:00:00,942529.56413707,1018,0,14,29,10
2018-12-19 07:00:00,992440.43013707,1018,0,14,27,10
2018-12-19 08:00:00,1081775.66413707,1018,0,14,26,10
2018-12-19 09:00:00,1154427.29213707,1019,0,16,24,9
2018-12-19 10:00:00,1203683.45813707,1019,0,18,56,9
2018-12-19 11:00:00,1219256.91813707,1018,0,20,88,10
2018-12-19 12:00:00,1217623.54413707,1018,0,22,119,10
2018-12-19 13:00:00,1214504.19813707,1017,0,22,188,11
2018-12-19 14:00:00,1231016.57613707,1017,0,22,256,13
2018-12-19 15:00:00,1231052.89613707,1016,0,22,324,14
2018-12-19 16:00:00,1230262.82213707,1017,0,20,327,16
2018-12-19 17:00:00,1210016.43213707,1017,0,20,330,17
2018-12-19 18:00:00,1193390.55613707,1017,0,18,333,19
2018-12-19 19:00:00,1139733.71013707,1017,0,18,302,18
2018-12-19 20:00:00,1092975.04213707,1018,0,16,271,16
2018-12-19 21:00:00,1059334.02613707,1018,0,16,240,15
2018-12-19 22:00:00,1021900.40613707,1018,0,14,166,14
2018-12-19 23:00:00,985994.58013707,1018,0,14,93,13
2018-12-20 00:00:00,963690.41613707,1018,0,14,19,12
2018-12-20 01:00:00,948976.54213707,1017,0,14,20,12
2018-12-20 02:00:00,931934.89413707,1017,0,14,21,12
2018-12-20 03:00:00,919785.76413707,1017,0,16,23,12
2018-12-20 04:00:00,918449.42013707,1017,0,14,24,12
2018-12-20 05:00:00,932034.01413707,1018,0,14,25,12
2018-12-20 06:00:00,956567.70213707,1018,0,14,27,12
2018-12-20 07:00:00,1006369.18213707,1019,0,14,26,11
2018-12-20 08:00:00,1087978.57813707,1019,0,14,25,10
2018-12-20 09:00:00,1158555.88413707,1020,0,16,24,10
2018-12-20 10:00:00,1209360.02613707,1019,0,18,54,10
2018-12-20 11:00:00,1225389.88813707,1019,0,20,85,9
2018-12-20 12:00:00,1228872.79013707,1019,0,22,115,9
2018-12-20 13:00:00,1222733.08813707,1018,0,22,181,11
2018-12-20 14:00:00,1235303.77413707,1017,0,22,248,13
2018-12-20 15:00:00,1230462.40213707,1017,0,22,314,14
2018-12-20 16:00:00,1227034.08013707,1017,0,22,318,15
2018-12-20 17:00:00,1205037.49213707,1017,0,22,321,15
2018-12-20 18:00:00,1182249.51213707,1017,0,20,325,15
2018-12-20 19:00:00,1136323.80013707,1017,0,20,294,14
2018-12-20 20:00:00,1102536.95013707,1017,0,20,263,12
2018-12-20 21:00:00,1074383.85613707,1017,0,20,232,11
2018-12-20 22:00:00,1032242.49613707,1017,0,20,161,10
2018-12-20 23:00:00,987813.44013707,1017,0,20,90,9
2018-12-21 00:00:00,972419.67613707,1017,0,20,18,9
2018-12-21 01:00:00,951634.11413707,1017,0,18,24,8
2018-12-21 02:00:00,938497.19413707,1017,0,18,29,8
2018-12-21 03:00:00,927256.58213707,1016,0,18,34,8
2018-12-21 04:00:00,925330.40613707,1017,0,18,38,8
2018-12-21 05:00:00,939938.06213707,1017,0,16,43,8
